"inventory_id","tree_id","tree_tag","tree_sp","tree_sp_scientific_name","tree_sp_vernacular_name","tree_status","tree_status_label","tree_dbh","tree_firedamage","tree_burn","tree_ht","tree_htlcb","tree_resprouting","tree_decay_class","tree_decay_class_label","treepost_scorch_m","treepost_scorch_per","treepost_torch_m","treepost_torch_per","treepost_bole_char_m","tree_notes"
"152_pre_SHA_burn3d","11","83","CADE","Calocedrus decurrens",,"Live","Live","98",,"true","25","18",,,,"0","0","0","0","2",
"152_pre_SHA_burn3d","12","84","CADE","Calocedrus decurrens",,"Live","Live","69",,"false","27","19",,,,"0","0","0","0",,
"152_pre_SHA_burn3d","13","85","CADE","Calocedrus decurrens",,"Live","Live","56.6",,"true","20","11",,,,"0","0","0","0","3",
"147_pre_SHA_burn3d","1","59","CADE","Calocedrus decurrens",,"Live","Live","16",,"false","7","0.8",,,,,,,,,
"147_pre_SHA_burn3d","2","60","CADE","Calocedrus decurrens",,"Live","Live","14",,"false","6","1",,,,,,,,,
"147_pre_SHA_burn3d","3","61","SALSCO","Salix scouleriana",,"Live","Live","19",,"false","4","2",,,,,,,,,"Salix scouleriana"
"147_pre_SHA_burn3d","4","62","CADE","Calocedrus decurrens",,"Live","Live","35.4",,"false","15","4",,,,,,,,,
"147_pre_SHA_burn3d","5","63","CADE","Calocedrus decurrens",,"Live","Live","28.1",,"false","11","3",,,,,,,,,
"147_pre_SHA_burn3d","6","A","SALIX","Salix sp.",,"Dead","Dead","12.5",,"false","5",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,"Salix, following dead also Salix s."
"147_pre_SHA_burn3d","7","B","SALIX","Salix sp.",,"Dead","Dead","20",,"false","8",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"147_pre_SHA_burn3d","8","C","SALIX","Salix sp.",,"Dead","Dead","18.3",,"false","9",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"147_pre_SHA_burn3d","9","D","SALIX","Salix sp.",,"Dead","Dead","16.8",,"false","5",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"147_pre_SHA_burn3d","10","E","CADE","Calocedrus decurrens",,"Dead","Dead","13.2",,"true","6",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.","6","100","0","0","1",
"147_pre_SHA_burn3d","11","64","CADE","Calocedrus decurrens",,"Live","Live","13.5",,"false","6","2",,,,,,,,,
"147_pre_SHA_burn3d","12","65","CADE","Calocedrus decurrens",,"Live","Live","11",,"false","7","3",,,,,,,,,
"147_pre_SHA_burn3d","13","66","CADE","Calocedrus decurrens",,"Live","Live","20.3",,"false","11","5",,,,,,,,,
"147_pre_SHA_burn3d","14","67","SALSCO","Salix scouleriana",,"Live","Live","14",,"false","5","1.5",,,,,,,,,"Salix scouleriana"
"147_pre_SHA_burn3d","15","68","CADE","Calocedrus decurrens",,"Live","Live","67",,"false","23","6",,,,,,,,,
"147_pre_SHA_burn3d","16","69","PIJE","Pinus jeffreyi",,"Live","Live","73",,"true","31","7",,,,"0","0","0","0","2.5",
"147_pre_SHA_burn3d","17","70","ABCO","Abies concolor",,"Live","Live","13.6",,"false","6","1",,,,,,,,,
"147_pre_SHA_burn3d","18","71","CADE","Calocedrus decurrens",,"Live","Live","87",,"false","24","9",,,,,,,,,
"147_pre_SHA_burn3d","19","72","PIJE","Pinus jeffreyi",,"Live","Live","62",,"false","30","7",,,,,,,,,
"151_pre_SHA_burn3d","1","42","CADE","Calocedrus decurrens",,"Live","Live","36",,"false","11","1.3",,,,,,,,,
"151_pre_SHA_burn3d","2","43","CADE","Calocedrus decurrens",,"Live","Live","20.5",,"false","10","1.4",,,,,,,,,
"151_pre_SHA_burn3d","3","44","CADE","Calocedrus decurrens",,"Live","Live","26",,"true","13","1.2",,,,"0","0","0","0","0.75",
"151_pre_SHA_burn3d","4","45","CADE","Calocedrus decurrens",,"Live","Live","15.5",,"true","7","5",,,,"0","0","0","0","0.75",
"151_pre_SHA_burn3d","5","46","CADE","Calocedrus decurrens",,"Live","Live","49",,"true","23","10",,,,"0","0","0","0","0.75",
"151_pre_SHA_burn3d","6","47","ABCO","Abies concolor",,"Live","Live","77",,"true","35","5",,,,"0","0","0","0","0.2",
"151_pre_SHA_burn3d","7","48","ABCO","Abies concolor",,"Live","Live","61",,"true","32","13.8",,,,"0","0","0","0","0.1",
"151_pre_SHA_burn3d","8","49","ABCO","Abies concolor",,"Live","Live","54.6",,"true","27","9",,,,"0","0","0","0","0.02",
"151_pre_SHA_burn3d","9","50","ABCO","Abies concolor",,"Live","Live","69.5",,"false","31","14",,,,,,,,,
"151_pre_SHA_burn3d","10","A","ABCO","Abies concolor",,"Dead","Dead","72.5",,"true","31",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.","0","0","0","0","0.25",
"151_pre_SHA_burn3d","11","52","ABCO","Abies concolor",,"Live","Live","59.3",,"false","26","9",,,,,,,,,
"151_pre_SHA_burn3d","12","53","CADE","Calocedrus decurrens",,"Live","Live","21.5",,"false","10","5",,,,,,,,,
"151_pre_SHA_burn3d","13","54","CADE","Calocedrus decurrens",,"Live","Live","78",,"false","28","10",,,,,,,,,
"151_pre_SHA_burn3d","14","B","ABCO","Abies concolor",,"Dead","Dead","14.1",,"false","12",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"151_pre_SHA_burn3d","15","51","CADE","Calocedrus decurrens",,"Live","Live","20.5",,"false","8","4",,,,,,,,,
"151_pre_SHA_burn3d","16","55","CADE","Calocedrus decurrens",,"Live","Live","29.7",,"false","18","4",,,,,,,,,
"151_pre_SHA_burn3d","17","56","CADE","Calocedrus decurrens",,"Live","Live","11.5",,"false","6","1.3",,,,,,,,,
"151_pre_SHA_burn3d","18","57","CADE","Calocedrus decurrens",,"Live","Live","22.3",,"false","12","2.5",,,,,,,,,
"151_pre_SHA_burn3d","19","58","CADE","Calocedrus decurrens",,"Live","Live","11.5",,"false","6","1.3",,,,,,,,,
"141_pre_SHA_burn3d","2","183","CADE","Calocedrus decurrens",,"Live","Live","56.3",,"false","22","6",,,,,,,,,
"160_pre_SHA_burn3d","1","37","ABCO","Abies concolor",,"Live","Live","55",,"true","24","6",,,,"0","0","0","0","0.3",
"160_pre_SHA_burn3d","2","38","CADE","Calocedrus decurrens",,"Live","Live","33",,"true","12","1.8",,,,"0","0","1.5","50","2",
"160_pre_SHA_burn3d","3","39","ABCO","Abies concolor",,"Live","Live","34",,"true","18","8",,,,"0","0","0","0","3",
"160_pre_SHA_burn3d","4","A","CADE","Calocedrus decurrens",,"Dead","Dead","39",,"true","5",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.","0","0","0","0","32",
"160_pre_SHA_burn3d","5","40","CADE","Calocedrus decurrens",,"Live","Live","50",,"true","19","3",,,,"0","0","0","0","1",
"160_pre_SHA_burn3d","6","41","CADE","Calocedrus decurrens",,"Live","Live","46.5",,"true","21","6",,,,"0","0","0","0","2",
"158_pre_SHA_burn3d","1","18","ABCO","Abies concolor",,"Live","Live","8.8",,"false","3.8","0",,,,,,,,,
"158_pre_SHA_burn3d","2","19","CADE","Calocedrus decurrens",,"Live","Live","44",,"false","9.6","5",,,,,,,,,
"158_pre_SHA_burn3d","3","A","ABCO","Abies concolor",,"Dead","Dead","31.8",,"false","4",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"158_pre_SHA_burn3d","4","20","CADE","Calocedrus decurrens",,"Live","Live","16",,"false","4","2.5",,,,,,,,,
"158_pre_SHA_burn3d","5","21","CADE","Calocedrus decurrens",,"Live","Live","38",,"false","17","4",,,,,,,,,
"158_pre_SHA_burn3d","6","B","ABCO","Abies concolor",,"Dead","Dead","34.4",,"false","8",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"158_pre_SHA_burn3d","7","22","CADE","Calocedrus decurrens",,"Live","Live","20.7",,"false","5","3.5",,,,,,,,,
"158_pre_SHA_burn3d","8","23","CADE","Calocedrus decurrens",,"Live","Live","17.2",,"false","9","6",,,,,,,,,
"158_pre_SHA_burn3d","9","24","CADE","Calocedrus decurrens",,"Live","Live","38.2",,"false","15","6",,,,,,,,,
"158_pre_SHA_burn3d","10","25","CADE","Calocedrus decurrens",,"Live","Live","35.7",,"false","7","4",,,,,,,,,
"158_pre_SHA_burn3d","11","26","PIPO","Pinus ponderosa",,"Live","Live","13.5",,"false","4","1",,,,,,,,,
"158_pre_SHA_burn3d","12","27","CADE","Calocedrus decurrens",,"Live","Live","68.3",,"false","22","7.2",,,,,,,,,
"158_pre_SHA_burn3d","13","28","CADE","Calocedrus decurrens",,"Live","Live","10",,"false","4","1",,,,,,,,,
"158_pre_SHA_burn3d","14","29","CADE","Calocedrus decurrens",,"Live","Live","11.1",,"false","3","1",,,,,,,,,
"158_pre_SHA_burn3d","15","C","ABCO","Abies concolor",,"Dead","Dead","22.6",,"false","10",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"158_pre_SHA_burn3d","16","30","CADE","Calocedrus decurrens",,"Live","Live","31.4",,"false","14","1.5",,,,,,,,,
"158_pre_SHA_burn3d","17","31","CADE","Calocedrus decurrens",,"Live","Live","35.8",,"false","13","0.2",,,,,,,,,
"158_pre_SHA_burn3d","18","32","CADE","Calocedrus decurrens",,"Live","Live","30.5",,"false","11.9","1.1",,,,,,,,,
"158_pre_SHA_burn3d","19","33","CADE","Calocedrus decurrens",,"Live","Live","66.3",,"false","20","5",,,,,,,,,
"158_pre_SHA_burn3d","20","D","CADE","Calocedrus decurrens",,"Dead","Dead","14.8",,"false","6",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"158_pre_SHA_burn3d","21","E","CADE","Calocedrus decurrens",,"Dead","Dead","17.8",,"false","8",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"158_pre_SHA_burn3d","22","34","CADE","Calocedrus decurrens",,"Live","Live","40.3",,"false","15","6",,,,,,,,,
"158_pre_SHA_burn3d","23","F","CADE","Calocedrus decurrens",,"Dead","Dead","39.6",,"false","16",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"158_pre_SHA_burn3d","24","35","CADE","Calocedrus decurrens",,"Live","Live","37.9",,"false","17","6",,,,,,,,,
"158_pre_SHA_burn3d","25","G","ABCO","Abies concolor",,"Dead","Dead","9",,"false","3",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"158_pre_SHA_burn3d","26","H","CADE","Calocedrus decurrens",,"Dead","Dead","22.6",,"false","9",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"158_pre_SHA_burn3d","27","36","CADE","Calocedrus decurrens",,"Live","Live","39.7",,"false","15","6",,,,,,,,,
"159_pre_SHA_burn3d","1","10","ABCO","Abies concolor",,"Live","Live","17.5",,"false","8","0",,,,,,,,,
"159_pre_SHA_burn3d","2","11","CADE","Calocedrus decurrens",,"Live","Live","76.4",,"true","29","4",,,,"0","0","0","0","1.6",
"159_pre_SHA_burn3d","3","12","CADE","Calocedrus decurrens",,"Live","Live","27",,"true","12","4",,,,"0","0","0","0","1.6",
"159_pre_SHA_burn3d","4","13","CADE","Calocedrus decurrens",,"Live","Live","85.7",,"true","29","4",,,,"0","0","0","0","1.2",
"142_pre_SHA_burn3d","10","134","ABCO","Abies concolor",,"Live","Live","22.5",,"false","12.5","0.5",,,,,,,,,
"159_pre_SHA_burn3d","5","14","CADE","Calocedrus decurrens",,"Live","Live","131.2",,"true","39","10",,,,"0","0","0","0","0.7",
"159_pre_SHA_burn3d","6","15","CADE","Calocedrus decurrens",,"Live","Live","27.2",,"true","13","5",,,,"0","0","0","0","0.75",
"159_pre_SHA_burn3d","7","16","CADE","Calocedrus decurrens",,"Live","Live","84.2",,"true","36","9",,,,"0","0","0","0","2.5",
"159_pre_SHA_burn3d","8","17","CADE","Calocedrus decurrens",,"Live","Live","57.4",,"true","26","7",,,,"0","0","0","0","0.6",
"156_pre_SHA_burn3d","1","195","CADE","Calocedrus decurrens",,"Live","Live","46.7",,"true","14","7",,,,"0","0","0","0","0.1",
"156_pre_SHA_burn3d","2","196","CADE","Calocedrus decurrens",,"Live","Live","65.3",,"true","14","10",,,,"0","0","0","0","2.25",
"156_pre_SHA_burn3d","3","197","CADE","Calocedrus decurrens",,"Live","Live","38.2",,"false","11","8",,,,,,,,,"Broken top"
"156_pre_SHA_burn3d","4","A","ABCO","Abies concolor",,"Dead","Dead","39.3",,"true","11",,,"4","4. Few or no stubs. Top bronken. Percentatge of bark remaining variable. Sloughing sapwood presence and cubical, soft, reddish to dark brown. Heartwood advanced decay at base, sloughing from upper bole, fibrous to cubical, soft, dark reddish brown.","0","0","0","0","2.1",
"156_pre_SHA_burn3d","5","B","ABCO","Abies concolor",,"Dead","Dead","69.5",,"true","4",,,"5","5. Nome limbs and stubs. Top bronken.Percentatge of bark remaining  <20%. Gone sapwood presence and condition. Heartwood condition sloughing, cubical, soft, dark brown, OR fibrus, very soft, dark reddish brown, encased in hardened shell.","0","0","0","0","0.3","Top broken"
"156_pre_SHA_burn3d","6","1","CADE","Calocedrus decurrens",,"Live","Live","41.1",,"true","22","9",,,,"0","0","0","0","1.5",
"156_pre_SHA_burn3d","7","C","PIPO","Pinus ponderosa",,"Dead","Dead","35.5",,"true","1.7",,,"5","5. Nome limbs and stubs. Top bronken.Percentatge of bark remaining  <20%. Gone sapwood presence and condition. Heartwood condition sloughing, cubical, soft, dark brown, OR fibrus, very soft, dark reddish brown, encased in hardened shell.","0","0","0","0","1.7",
"156_pre_SHA_burn3d","8","2","CADE","Calocedrus decurrens",,"Live","Live","67.8",,"true","20","11",,,,"0","0","0","0","2",
"156_pre_SHA_burn3d","9","3","CADE","Calocedrus decurrens",,"Live","Live","42.4",,"true","16","4",,,,"0","0","0","0","1.7",
"156_pre_SHA_burn3d","10","4","CADE","Calocedrus decurrens",,"Live","Live","18.1",,"false","6","2",,,,,,,,,
"156_pre_SHA_burn3d","11","5","ABCO","Abies concolor",,"Live","Live","9.8",,"false","4","1",,,,,,,,,
"156_pre_SHA_burn3d","12","D","PIPO","Pinus ponderosa",,"Dead","Dead","98.2",,"false","31",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"156_pre_SHA_burn3d","13","6","CADE","Calocedrus decurrens",,"Live","Live","35",,"true","11","7",,,,"0","0","0","0","0.72",
"156_pre_SHA_burn3d","14","F","ABCO","Abies concolor",,"Dead","Dead","90.5",,"true","16",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.","0","0","0","0","0.1",
"156_pre_SHA_burn3d","15","9","CADE","Calocedrus decurrens",,"Live","Live","55.9",,"true","18","6",,,,"0","0","0","0","0.4",
"156_pre_SHA_burn3d","16","8","CADE","Calocedrus decurrens",,"Live","Live","30.2",,"true","10","3",,,,"0","0","0","0","0.3",
"156_pre_SHA_burn3d","17","E","CADE","Calocedrus decurrens",,"Dead","Dead","43.5",,"false","14",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"156_pre_SHA_burn3d","18","7","ABCO","Abies concolor",,"Live","Live","8.8",,"false","4","1",,,,,,,,,
"148_pre_SHA_burn3d","1","161","CADE","Calocedrus decurrens",,"Live","Live","31.4",,"true","12.3","4.5",,,,"0","0","0","0","0.8",
"148_pre_SHA_burn3d","2","162","CADE","Calocedrus decurrens",,"Live","Live","31.9",,"true","10.5","8.9",,,,"0","0","0","0","2",
"148_pre_SHA_burn3d","3","163","PIPO","Pinus ponderosa",,"Live","Live","64.5",,"true","35.3","12.6",,,,"0","0","0","0","1.6",
"148_pre_SHA_burn3d","4","164","CADE","Calocedrus decurrens",,"Live","Live","21",,"true","10.7","1.75",,,,"0","0","0","0","0.2",
"148_pre_SHA_burn3d","5","165","ABCO","Abies concolor",,"Live","Live","13",,"true","9","2.5",,,,"0","0","0","0","0.3",
"148_pre_SHA_burn3d","6","166","PIPO","Pinus ponderosa",,"Live","Live","79.8",,"true","33.3","14.2",,,,"0","0","0","0","2",
"148_pre_SHA_burn3d","7","167","PIPO","Pinus ponderosa",,"Live","Live","60.5",,"true","30.7","12.6",,,,"0","0","0","0","3",
"148_pre_SHA_burn3d","8","168","CADE","Calocedrus decurrens",,"Live","Live","25",,"true","12.2","4.4",,,,"0","0","0","0","2",
"148_pre_SHA_burn3d","9","169","CADE","Calocedrus decurrens",,"Live","Live","16",,"true","7.6","4.8",,,,"0","0","0","0","1.8",
"148_pre_SHA_burn3d","10","170","CADE","Calocedrus decurrens",,"Live","Live","32",,"true","16.4","5.5",,,,"0","0","0","0","1.3",
"148_pre_SHA_burn3d","11","A","CADE","Calocedrus decurrens",,"Dead","Dead","8.9",,"false","2.2",,,"1","1. All limbs and branches presents. Top pointed. 100% of bark remaining. Intact Sapwood presence and sound, incipient decay, hard, original color. Heartwood sound, hard, origonal color.",,,,,,
"141_pre_SHA_burn3d","1","182","ABCO","Abies concolor",,"Live","Live","9.5",,"false","4","0",,,,,,,,,
"141_pre_SHA_burn3d","3","184","CADE","Calocedrus decurrens",,"Live","Live","46.7",,"true","17","5",,,,"0","0","0","0","0.2",
"141_pre_SHA_burn3d","4","185","ABCO","Abies concolor",,"Live","Live","17.8",,"false","6","2",,,,,,,,,
"141_pre_SHA_burn3d","5","186","ABCO","Abies concolor",,"Live","Live","56.4",,"false","27","5",,,,,,,,,
"141_pre_SHA_burn3d","6","187","ABCO","Abies concolor",,"Live","Live","15.6",,"true","6","0",,,,"0","0","0","0","0.2",
"141_pre_SHA_burn3d","7","188","CADE","Calocedrus decurrens",,"Live","Live","57.5",,"true","17","11",,,,"0","0","2","5","6",
"141_pre_SHA_burn3d","8","189","CADE","Calocedrus decurrens",,"Live","Live","83.5",,"true","17","4",,,,"0","0","2","2","7",
"141_pre_SHA_burn3d","9","A","CADE","Calocedrus decurrens",,"Dead","Dead","49",,"true","2",,,"5","5. Nome limbs and stubs. Top bronken.Percentatge of bark remaining  <20%. Gone sapwood presence and condition. Heartwood condition sloughing, cubical, soft, dark brown, OR fibrus, very soft, dark reddish brown, encased in hardened shell.","0","0","0","0","2",
"141_pre_SHA_burn3d","10","190","ABCO","Abies concolor",,"Live","Live","7.9",,"false","2.5","0",,,,,,,,,
"141_pre_SHA_burn3d","11","191","CADE","Calocedrus decurrens",,"Live","Live","69.4",,"true","18","1",,,,"0","0","2","3","2",
"141_pre_SHA_burn3d","12","192","ABCO","Abies concolor",,"Live","Live","13.4",,"false","6","0",,,,,,,,,
"141_pre_SHA_burn3d","13","193","ABCO","Abies concolor",,"Live","Live","10.5",,"false","5","0",,,,,,,,,
"141_pre_SHA_burn3d","14","194","ABCO","Abies concolor",,"Live","Live","9.2",,"false","4","0.2",,,,,,,,,
"144_pre_SHA_burn3d","1","171","PIPO","Pinus ponderosa",,"Live","Live","78.3",,"true","34","3",,,,"0","0","0","0","1",
"144_pre_SHA_burn3d","2","172","PIPO","Pinus ponderosa",,"Live","Live","42",,"true","4","2",,,,"0","0","0","0","2",
"144_pre_SHA_burn3d","3","173","PIPO","Pinus ponderosa",,"Live","Live","70",,"true","41","8",,,,"0","0","0","0","1.5",
"144_pre_SHA_burn3d","4","174","PIPO","Pinus ponderosa",,"Live","Live","56.5",,"true","30","8",,,,"0","0","0","0","2",
"144_pre_SHA_burn3d","5","175","PIPO","Pinus ponderosa",,"Live","Live","23.2",,"true","16","3",,,,"0","0","0","0","1.8",
"144_pre_SHA_burn3d","6","176","PIPO","Pinus ponderosa",,"Live","Live","104",,"true","41","5",,,,"0","0","0","0","2.2",
"144_pre_SHA_burn3d","7","177","CADE","Calocedrus decurrens",,"Live","Live","19.5",,"false","7","0.5",,,,,,,,,
"144_pre_SHA_burn3d","8","178","CADE","Calocedrus decurrens",,"Live","Live","9.7",,"false","4","0.75",,,,,,,,,
